Id,0
53931772,LQ_EDIT
53933247,LQ_CLOSE
53933270,LQ_CLOSE
53933345,HQ
53933636,LQ_CLOSE
53933748,HQ
53933776,LQ_EDIT
53934357,HQ
53934557,LQ_EDIT
53934767,LQ_EDIT
53935996,HQ
53937077,LQ_EDIT
53937130,HQ
53937380,LQ_CLOSE
53937471,HQ
53937488,HQ
53937998,LQ_EDIT
53938125,HQ
53939412,LQ_CLOSE
53940106,LQ_EDIT
53940393,LQ_EDIT
53940565,LQ_EDIT
53940623,LQ_EDIT
53940820,LQ_EDIT
53941256,LQ_EDIT
53942210,HQ
53942460,LQ_EDIT
53942899,LQ_EDIT
53942913,LQ_EDIT
53943171,HQ
53943278,LQ_EDIT
53943940,LQ_EDIT
53944456,LQ_EDIT
53944974,LQ_EDIT
53945047,LQ_CLOSE
53945177,LQ_CLOSE
53945277,LQ_CLOSE
53945389,LQ_CLOSE
53945490,LQ_EDIT
53945824,LQ_EDIT
53945960,LQ_CLOSE
53946477,LQ_EDIT
53946682,LQ_CLOSE
53947996,HQ
53948859,HQ
53949093,LQ_CLOSE
53949499,HQ
53949701,HQ
53949743,LQ_CLOSE
53950873,LQ_EDIT
53951179,HQ
53951688,LQ_CLOSE
53951723,HQ
53952055,LQ_EDIT
53952628,LQ_EDIT
53953099,HQ
53953122,HQ
53953954,LQ_EDIT
53954644,LQ_EDIT
53954681,HQ
53954836,LQ_CLOSE
53954896,LQ_EDIT
53956254,LQ_CLOSE
53957595,HQ
53958691,LQ_EDIT
53958731,HQ
53959885,HQ
53961479,LQ_EDIT
53962324,LQ_EDIT
53962479,LQ_CLOSE
53962776,HQ
53965914,LQ_CLOSE
53966533,LQ_EDIT
53967221,LQ_CLOSE
53967399,LQ_EDIT
53967624,HQ
53967653,LQ_EDIT
53967877,HQ
53968438,HQ
53968562,LQ_CLOSE
53968923,HQ
53969096,LQ_EDIT
53969636,LQ_EDIT
53969871,LQ_CLOSE
53969876,HQ
53970424,LQ_EDIT
53970917,HQ
53971014,LQ_CLOSE
53971342,LQ_CLOSE
53972388,HQ
53972407,LQ_EDIT
53972481,HQ
53972752,HQ
53972795,LQ_CLOSE
53972876,HQ
53973101,HQ
53973196,LQ_EDIT
53973477,HQ
53973896,LQ_EDIT
53974138,LQ_CLOSE
53974179,LQ_CLOSE
53975030,LQ_EDIT
53975391,LQ_CLOSE
53975694,LQ_CLOSE
53975939,LQ_CLOSE
53977727,LQ_EDIT
53978713,LQ_EDIT
53979087,LQ_EDIT
53979464,HQ
53979547,HQ
53980031,HQ
53980795,LQ_EDIT
53980871,HQ
53981468,HQ
53981956,LQ_CLOSE
53982441,LQ_CLOSE
53982493,LQ_EDIT
53982871,LQ_CLOSE
53983037,LQ_EDIT
53983499,LQ_EDIT
53983788,LQ_EDIT
53983988,LQ_CLOSE
53984094,HQ
53984233,LQ_EDIT
53984631,LQ_EDIT
53985307,LQ_EDIT
53986616,LQ_CLOSE
53986673,LQ_CLOSE
53987466,LQ_EDIT
53988035,LQ_CLOSE
53988193,HQ
53988641,HQ
53989307,LQ_CLOSE
53989363,HQ
53989445,HQ
53989520,HQ
53990395,HQ
53991937,HQ
53992840,LQ_CLOSE
53993273,HQ
53993857,LQ_EDIT
53993911,LQ_CLOSE
53994020,HQ
53994142,LQ_EDIT
53995439,LQ_EDIT
53995594,HQ
53995796,LQ_EDIT
53995948,LQ_CLOSE
53995958,HQ
53997445,LQ_CLOSE
53997657,HQ
53997862,HQ
53997894,LQ_EDIT
53998690,LQ_EDIT
53999130,LQ_EDIT
53999842,LQ_EDIT
53999889,LQ_CLOSE
54001547,LQ_EDIT
54002224,LQ_CLOSE
54002557,LQ_EDIT
54002835,LQ_EDIT
54002897,LQ_CLOSE
54004000,HQ
54004353,LQ_EDIT
54004492,LQ_CLOSE
54005339,LQ_CLOSE
54005421,LQ_EDIT
54005613,LQ_CLOSE
54005885,HQ
54005994,LQ_CLOSE
54006078,HQ
54006300,LQ_CLOSE
54006396,LQ_CLOSE
54006405,LQ_EDIT
54006674,LQ_EDIT
54006839,HQ
54006912,LQ_EDIT
54007051,LQ_CLOSE
54007300,LQ_EDIT
54007454,HQ
54008366,LQ_EDIT
54008734,LQ_EDIT
54008907,LQ_EDIT
54009110,LQ_CLOSE
54009391,LQ_CLOSE
54009721,LQ_EDIT
54010650,LQ_CLOSE
54011364,LQ_CLOSE
54011637,HQ
54014913,LQ_CLOSE
54015086,HQ
54015604,HQ
54015874,LQ_EDIT
54015969,HQ
54016539,HQ
54016857,LQ_EDIT
54018071,LQ_CLOSE
54018792,HQ
54020575,HQ
54020760,LQ_CLOSE
54020983,LQ_CLOSE
54021037,HQ
54021490,HQ
54021643,LQ_CLOSE
54022744,LQ_EDIT
54022921,LQ_CLOSE
54023177,LQ_EDIT
54023358,LQ_EDIT
54023808,LQ_CLOSE
54025026,LQ_EDIT
54026986,LQ_EDIT
54029085,LQ_CLOSE
54029218,LQ_CLOSE
54029296,HQ
54029454,LQ_EDIT
54030235,LQ_CLOSE
54030425,LQ_EDIT
54030815,LQ_CLOSE
54031097,LQ_EDIT
54031245,LQ_EDIT
54032833,HQ
54032974,HQ
54033765,LQ_EDIT
54033812,HQ
54033932,LQ_EDIT
54035563,LQ_CLOSE
54036564,LQ_EDIT
54037640,LQ_EDIT
54037766,HQ
54038468,LQ_EDIT
54038628,HQ
54040189,LQ_EDIT
54040768,LQ_CLOSE
54041375,LQ_EDIT
54042040,LQ_CLOSE
54042444,LQ_EDIT
54042636,HQ
54042692,LQ_EDIT
54042726,LQ_CLOSE
54042742,LQ_CLOSE
54043157,LQ_EDIT
54043737,LQ_EDIT
54046105,HQ
54047798,HQ
54049214,LQ_CLOSE
54049980,LQ_EDIT
54050415,LQ_EDIT
54050429,LQ_EDIT
54051001,HQ
54051945,LQ_EDIT
54052672,HQ
54052995,HQ
54053407,LQ_EDIT
54054388,LQ_EDIT
54054687,LQ_CLOSE
54055026,LQ_CLOSE
54055194,LQ_EDIT
54056420,LQ_CLOSE
54057527,LQ_EDIT
54057600,HQ
54057995,LQ_EDIT
54058199,LQ_EDIT
54058501,LQ_CLOSE
54058505,LQ_CLOSE
54059098,LQ_EDIT
54059622,LQ_EDIT
54059763,HQ
54059781,HQ
54059902,LQ_CLOSE
54060452,LQ_CLOSE
54060919,LQ_CLOSE
54061365,LQ_CLOSE
54061383,HQ
54062299,HQ
54062457,HQ
54062664,LQ_CLOSE
54063482,LQ_CLOSE
54065378,LQ_CLOSE
54066057,HQ
54068002,LQ_CLOSE
54068110,LQ_EDIT
54068768,LQ_EDIT
54068787,LQ_CLOSE
54070271,LQ_EDIT
54070698,LQ_EDIT
54072104,LQ_EDIT
54072626,LQ_CLOSE
54072688,HQ
54073740,LQ_EDIT
54073915,LQ_EDIT
54074305,LQ_EDIT
54074490,LQ_EDIT
54074708,LQ_CLOSE
54076636,LQ_EDIT
54076744,LQ_EDIT
54077071,HQ
54077117,LQ_CLOSE
54077496,LQ_CLOSE
54078136,HQ
54078565,HQ
54078672,LQ_EDIT
54079353,LQ_EDIT
54079494,HQ
54080933,LQ_CLOSE
54081096,HQ
54081176,LQ_EDIT
54081505,LQ_EDIT
54082511,LQ_CLOSE
54082881,LQ_CLOSE
54084599,HQ
54085812,LQ_EDIT
54086492,LQ_EDIT
54087205,HQ
54087375,LQ_EDIT
54087627,HQ
54088035,LQ_EDIT
54088423,LQ_EDIT
54088502,HQ
54089320,HQ
54089686,LQ_CLOSE
54090104,LQ_EDIT
54091835,LQ_EDIT
54094677,HQ
54095035,LQ_EDIT
54095335,LQ_CLOSE
54096516,LQ_EDIT
54096901,HQ
54097282,LQ_EDIT
54097337,LQ_EDIT
54098426,LQ_CLOSE
54098839,LQ_CLOSE
54099726,LQ_EDIT
54099885,LQ_EDIT
54101375,LQ_CLOSE
54101472,HQ
54103768,LQ_EDIT
54104632,HQ
54106292,LQ_CLOSE
54107784,LQ_CLOSE
54108431,HQ
54109390,HQ
54110737,LQ_CLOSE
54111196,LQ_EDIT
54112034,LQ_EDIT
54113123,LQ_CLOSE
54113984,LQ_CLOSE
54114111,LQ_CLOSE
54114651,LQ_CLOSE
54115158,HQ
54116027,LQ_CLOSE
54116143,LQ_CLOSE
54116210,LQ_CLOSE
54117357,LQ_CLOSE
54118675,LQ_EDIT
54118819,LQ_CLOSE
54118874,LQ_CLOSE
54119362,LQ_EDIT
54120424,LQ_EDIT
54120595,LQ_EDIT
54121335,LQ_CLOSE
54122231,LQ_CLOSE
54123269,LQ_CLOSE
54123508,LQ_EDIT
54123587,HQ
54126278,LQ_CLOSE
54127568,LQ_EDIT
54128094,LQ_EDIT
54128198,LQ_EDIT
54128489,LQ_EDIT
54129167,LQ_CLOSE
54129373,HQ
54130575,LQ_CLOSE
54131099,HQ
54131375,HQ
54133975,LQ_CLOSE
54134211,LQ_EDIT
54134561,LQ_CLOSE
54135276,LQ_EDIT
54135294,LQ_CLOSE
54135307,LQ_EDIT
54135398,LQ_EDIT
54137185,HQ
54137246,HQ
54137726,HQ
54138760,LQ_EDIT
54141471,LQ_EDIT
54142036,HQ
54142258,LQ_CLOSE
54142553,LQ_EDIT
54142971,HQ
54143936,LQ_EDIT
54145386,HQ
54146309,LQ_EDIT
54146797,HQ
54146802,LQ_CLOSE
54146849,HQ
54147270,LQ_EDIT
54148741,LQ_EDIT
54149554,LQ_CLOSE
54149612,LQ_CLOSE
54150004,LQ_EDIT
54150989,LQ_CLOSE
54152065,LQ_CLOSE
54152313,LQ_CLOSE
54152739,LQ_CLOSE
54152824,LQ_CLOSE
54153120,LQ_CLOSE
54153433,HQ
54153816,LQ_EDIT
54153898,HQ
54154194,LQ_CLOSE
54155679,LQ_CLOSE
54157141,LQ_CLOSE
54157363,LQ_EDIT
54157408,HQ
54157559,HQ
54158694,HQ
54158860,LQ_EDIT
54159365,LQ_EDIT
54160195,HQ
54160866,LQ_EDIT
54161043,LQ_EDIT
54161415,LQ_CLOSE
54161937,LQ_EDIT
54162007,LQ_CLOSE
54162431,LQ_CLOSE
54163291,LQ_EDIT
54164059,HQ
54164304,LQ_CLOSE
54166660,HQ
54167349,LQ_CLOSE
54167547,LQ_CLOSE
54167571,LQ_EDIT
54167915,LQ_CLOSE
54168187,LQ_CLOSE
54168268,HQ
54168590,LQ_CLOSE
54168835,LQ_CLOSE
54168882,LQ_CLOSE
54168912,LQ_CLOSE
54169783,LQ_EDIT
54169814,LQ_CLOSE
54171138,LQ_EDIT
54171434,LQ_EDIT
54172215,LQ_EDIT
54172366,LQ_EDIT
54173806,HQ
54175513,HQ
54177359,LQ_EDIT
54178938,HQ
54179316,LQ_CLOSE
54181046,LQ_EDIT
54181175,HQ
54181338,LQ_CLOSE
54181449,HQ
54182268,LQ_EDIT
54182591,HQ
54182909,HQ
54183142,LQ_CLOSE
54186672,LQ_EDIT
54187790,LQ_CLOSE
54188321,LQ_CLOSE
54190099,LQ_CLOSE
54190247,LQ_CLOSE
54191165,LQ_EDIT
54191983,LQ_CLOSE
54192445,HQ
54193465,HQ
54193557,LQ_EDIT
54196345,LQ_EDIT
54197130,LQ_EDIT
54198513,LQ_EDIT
54201216,HQ
54202570,LQ_CLOSE
54203588,HQ
54204227,HQ
54205809,LQ_EDIT
54207073,LQ_EDIT
54207774,LQ_CLOSE
54207990,LQ_CLOSE
54208043,HQ
54208115,LQ_CLOSE
54208334,HQ
54208501,LQ_EDIT
54209254,LQ_CLOSE
54211752,LQ_EDIT
54211908,LQ_CLOSE
54212091,LQ_CLOSE
54213179,LQ_CLOSE
54213292,LQ_CLOSE
54213349,LQ_EDIT
54213439,LQ_EDIT
54213654,LQ_CLOSE
54213662,LQ_EDIT
54214605,LQ_CLOSE
54215791,LQ_EDIT
54215841,LQ_CLOSE
54216376,LQ_EDIT
54216425,LQ_CLOSE
54216469,LQ_EDIT
54218556,HQ
54218632,HQ
54219598,HQ
54219671,LQ_EDIT
54220718,LQ_CLOSE
54221481,HQ
54222583,HQ
54223069,LQ_CLOSE
54223857,LQ_EDIT
54224312,HQ
54224322,LQ_CLOSE
54225462,LQ_CLOSE
54225954,LQ_CLOSE
54226698,HQ
54227089,HQ
54228539,HQ
54228663,LQ_EDIT
54228900,LQ_EDIT
54228910,HQ
54229055,LQ_EDIT
54229251,HQ
54229285,LQ_CLOSE
54229429,LQ_EDIT
54230685,HQ
54230691,LQ_CLOSE
54231872,LQ_CLOSE
54232385,HQ
54232430,LQ_CLOSE
54232501,HQ
54232530,HQ
54233203,LQ_EDIT
54233407,HQ
54233480,LQ_CLOSE
54234515,HQ
54234995,HQ
54235441,HQ
54235752,HQ
54235886,LQ_CLOSE
54236221,HQ
54236932,LQ_EDIT
54237586,LQ_CLOSE
54237618,HQ
54239399,HQ
54240966,LQ_CLOSE
54241243,HQ
54241396,HQ
54241599,LQ_EDIT
54241910,LQ_EDIT
54241913,LQ_EDIT
54242369,HQ
54243123,HQ
54243960,LQ_EDIT
54244119,LQ_EDIT
54244683,LQ_EDIT
54245477,LQ_EDIT
54246091,LQ_CLOSE
54246497,LQ_CLOSE
54247082,HQ
54247232,HQ
54247492,LQ_EDIT
54248720,LQ_EDIT
54249200,HQ
54250649,LQ_CLOSE
54250910,HQ
54251231,LQ_CLOSE
54251369,HQ
54251797,LQ_CLOSE
54251855,HQ
54252119,LQ_EDIT
54252407,LQ_CLOSE
54253272,LQ_CLOSE
54253368,HQ
54253466,HQ
54254516,LQ_EDIT
54254589,HQ
54255666,LQ_CLOSE
54256724,LQ_EDIT
54257238,LQ_EDIT
54257762,HQ
54260148,LQ_CLOSE
54262479,HQ
54262685,LQ_EDIT
54262719,HQ
54262906,LQ_EDIT
54264165,LQ_EDIT
54264473,LQ_EDIT
54265423,LQ_EDIT
54265801,LQ_EDIT
54265944,HQ
54266090,HQ
54266094,LQ_EDIT
54266255,HQ
54266310,LQ_EDIT
54266504,LQ_EDIT
54266954,LQ_CLOSE
54267192,LQ_EDIT
54268294,HQ
54268792,LQ_CLOSE
54268835,HQ
54269010,LQ_CLOSE
54269297,LQ_EDIT
54269455,LQ_CLOSE
54269556,LQ_EDIT
54269574,LQ_EDIT
54270773,HQ
54271617,LQ_EDIT
54272079,LQ_CLOSE
54272345,LQ_EDIT
54273072,HQ
54273901,LQ_EDIT
54274122,LQ_EDIT
54274473,HQ
54274616,LQ_CLOSE
54275337,LQ_CLOSE
54275472,LQ_EDIT
54276557,HQ
54276600,LQ_CLOSE
54276945,HQ
54277250,LQ_EDIT
54277907,HQ
54277936,LQ_EDIT
54278141,LQ_EDIT
54278201,HQ
54278319,LQ_EDIT
54278480,LQ_CLOSE
54278758,LQ_EDIT
54278777,LQ_EDIT
54279055,HQ
54279249,LQ_EDIT
54279476,LQ_CLOSE
54279878,LQ_EDIT
54280059,LQ_CLOSE
54280425,LQ_EDIT
54280527,LQ_CLOSE
54280541,HQ
54281788,LQ_EDIT
54281972,LQ_CLOSE
54282322,LQ_EDIT
54282815,HQ
54282970,LQ_EDIT
54284047,LQ_EDIT
54284663,LQ_EDIT
54285571,LQ_CLOSE
54286175,HQ
54286431,HQ
54286935,LQ_EDIT
54287284,LQ_EDIT
54287411,LQ_CLOSE
54287619,HQ
54287729,LQ_EDIT
54287778,LQ_EDIT
54288090,LQ_CLOSE
54289027,LQ_EDIT
54289559,HQ
54289825,HQ
54290263,HQ
54290455,LQ_EDIT
54291086,HQ
54291136,LQ_EDIT
54292030,HQ
54292282,LQ_EDIT
54292298,HQ
54292917,LQ_EDIT
54293135,LQ_EDIT
54293941,LQ_CLOSE
54294199,LQ_CLOSE
54294321,HQ
54294345,HQ
54295579,LQ_EDIT
54296313,HQ
54296755,LQ_CLOSE
54297612,HQ
54297627,HQ
54298137,HQ
54299243,LQ_EDIT
54299273,HQ
54299605,LQ_EDIT
54300496,LQ_CLOSE
54300648,HQ
54302654,LQ_EDIT
54303016,LQ_EDIT
54303487,LQ_EDIT
54304594,HQ
54304811,LQ_CLOSE
54305373,LQ_EDIT
54305991,LQ_EDIT
54306241,HQ
54306861,LQ_EDIT
54306866,LQ_EDIT
54307225,HQ
54307614,HQ
54309988,HQ
54310701,LQ_CLOSE
54311148,HQ
54312213,HQ
54313049,LQ_CLOSE
54313243,HQ
54314563,HQ
54314838,HQ
54314945,LQ_CLOSE
54315004,LQ_EDIT
54315865,LQ_CLOSE
54315988,LQ_CLOSE
54316624,LQ_EDIT
54316754,LQ_EDIT
54316898,HQ
54317000,HQ
54317470,LQ_EDIT
54317488,LQ_CLOSE
54317727,HQ
54318105,LQ_EDIT
54318485,HQ
54319292,LQ_CLOSE
54320948,LQ_EDIT
54321077,HQ
54321476,LQ_EDIT
54321521,LQ_EDIT
54321572,LQ_EDIT
54322153,HQ
54322479,HQ
54322885,HQ
54324407,LQ_CLOSE
54324620,HQ
54324967,LQ_EDIT
54324981,LQ_CLOSE
54325717,LQ_EDIT
54326308,LQ_EDIT
54328666,LQ_CLOSE
54329404,HQ
54329551,LQ_CLOSE
54330309,HQ
54330926,HQ
54331018,LQ_EDIT
54332832,HQ
54333164,LQ_EDIT
54333930,HQ
54334017,LQ_CLOSE
54334304,HQ
54334575,HQ
54336368,LQ_CLOSE
54337172,HQ
54337198,LQ_EDIT
54337280,LQ_EDIT
54337605,LQ_CLOSE
54339380,LQ_EDIT
54339931,LQ_EDIT
54340220,HQ
54341245,LQ_CLOSE
54341432,HQ
54341499,LQ_EDIT
54341796,LQ_EDIT
54342954,LQ_EDIT
54343496,LQ_EDIT
54344101,HQ
54344565,HQ
54344958,HQ
54346536,HQ
54346647,LQ_EDIT
54346709,LQ_EDIT
54348064,LQ_CLOSE
54349172,LQ_EDIT
54349426,LQ_EDIT
54350295,LQ_EDIT
54350991,HQ
54351631,HQ
54352937,HQ
54353130,LQ_EDIT
54353665,LQ_CLOSE
54355722,HQ
54356709,HQ
54357381,LQ_CLOSE
54357468,HQ
54358185,LQ_CLOSE
54358506,HQ
54359378,HQ
54359732,LQ_CLOSE
54360813,HQ
54361821,LQ_CLOSE
54362886,HQ
54363101,HQ
54363678,LQ_CLOSE
54364181,LQ_CLOSE
54364732,LQ_CLOSE
54364917,LQ_EDIT
54366830,LQ_CLOSE
54367108,LQ_CLOSE
54367852,LQ_CLOSE
54368529,LQ_EDIT
54368653,LQ_EDIT
54371152,HQ
54371312,LQ_EDIT
54371793,LQ_CLOSE
54372422,LQ_EDIT
54373482,LQ_EDIT
54373556,LQ_CLOSE
54373983,LQ_EDIT
54374501,LQ_EDIT
54376250,HQ
54377477,LQ_EDIT
54377679,LQ_EDIT
54377692,LQ_CLOSE
54378470,LQ_EDIT
54378576,LQ_EDIT
54378915,LQ_CLOSE
54379026,HQ
54379595,LQ_CLOSE
54379657,HQ
54380354,LQ_CLOSE
54380680,LQ_EDIT
54380949,LQ_CLOSE
54382296,LQ_EDIT
54382655,LQ_CLOSE
54383077,HQ
54383467,LQ_CLOSE
54383785,HQ
54383963,HQ
54386787,LQ_CLOSE
54386934,LQ_CLOSE
54387064,LQ_CLOSE
54387826,LQ_EDIT
54388037,LQ_EDIT
54388280,LQ_CLOSE
54388489,LQ_EDIT
54388769,LQ_CLOSE
54389055,HQ
54389341,HQ
54389536,HQ
54390081,HQ
54390777,LQ_EDIT
54390778,LQ_CLOSE
54391409,LQ_CLOSE
54391468,LQ_EDIT
54391565,LQ_EDIT
54391578,HQ
54391697,HQ
54392018,HQ
54392359,LQ_CLOSE
54392806,HQ
54393132,LQ_EDIT
54394023,HQ
54394143,HQ
54394548,LQ_EDIT
54396086,LQ_CLOSE
54396117,LQ_CLOSE
54397500,HQ
54398449,HQ
54398710,LQ_EDIT
54398952,LQ_CLOSE
54399691,LQ_CLOSE
54399857,LQ_CLOSE
54399916,LQ_EDIT
54400348,LQ_EDIT
54400694,LQ_EDIT
54400935,HQ
54401467,HQ
54403239,HQ
54403285,LQ_CLOSE
54405821,HQ
54407168,LQ_CLOSE
54407345,LQ_EDIT
54408868,LQ_EDIT
54409775,LQ_EDIT
54409937,LQ_CLOSE
54410661,LQ_EDIT
54410838,LQ_CLOSE
54411060,LQ_CLOSE
54412250,LQ_EDIT
54414185,LQ_CLOSE
54414729,LQ_CLOSE
54416543,LQ_EDIT
54416896,LQ_EDIT
54417088,HQ
54418099,LQ_CLOSE
54418574,LQ_CLOSE
54418694,LQ_EDIT
54418862,HQ
54419087,LQ_CLOSE
54419955,LQ_EDIT
54420094,HQ
54420778,HQ
54421071,LQ_CLOSE
54421519,LQ_EDIT
54422360,HQ
54424150,LQ_EDIT
54424309,LQ_EDIT
54424558,LQ_CLOSE
54424701,LQ_CLOSE
54425440,LQ_CLOSE
54425540,LQ_CLOSE
54425628,HQ
54425983,LQ_EDIT
54426844,LQ_EDIT
54427708,HQ
54428294,LQ_EDIT
54428333,HQ
54429140,LQ_EDIT
54430367,HQ
54431173,LQ_EDIT
54432073,HQ
54433763,HQ
54434756,LQ_CLOSE
54435326,LQ_EDIT
54435482,HQ
54435817,LQ_EDIT
54436525,LQ_EDIT
54439127,LQ_CLOSE
54439132,LQ_EDIT
54441352,HQ
54442088,LQ_EDIT
54442128,LQ_CLOSE
54442631,HQ
54442764,LQ_EDIT
54443000,HQ
54443072,LQ_CLOSE
54443461,LQ_EDIT
54444447,LQ_EDIT
54444891,LQ_CLOSE
54445041,LQ_EDIT
54447794,LQ_EDIT
54448001,LQ_CLOSE
54448266,LQ_CLOSE
54448697,LQ_EDIT
54448981,LQ_CLOSE
54449070,LQ_EDIT
54449575,LQ_EDIT
54449659,LQ_EDIT
54449698,LQ_EDIT
54450770,LQ_CLOSE
54451185,LQ_CLOSE
54452353,LQ_CLOSE
54454173,HQ
54456382,LQ_EDIT
54456516,LQ_CLOSE
54456679,LQ_CLOSE
54457989,LQ_CLOSE
54458379,LQ_EDIT
54459694,LQ_EDIT
54460277,HQ
54460355,LQ_EDIT
54460789,HQ
54461175,LQ_CLOSE
54462066,LQ_EDIT
54463672,LQ_CLOSE
54466267,LQ_CLOSE
54466414,LQ_CLOSE
54467747,LQ_EDIT
54467980,LQ_EDIT
54468282,LQ_CLOSE
54468779,LQ_CLOSE
54469631,LQ_CLOSE
54469715,LQ_EDIT
54469902,LQ_EDIT
54470472,LQ_CLOSE
54470763,LQ_CLOSE
54471168,HQ
54471636,LQ_EDIT
54472631,LQ_CLOSE
54477837,LQ_EDIT
54478129,LQ_EDIT
54479826,LQ_CLOSE
54479927,HQ
54480309,LQ_CLOSE
54481112,HQ
54483563,LQ_EDIT
54485564,LQ_CLOSE
54485624,LQ_CLOSE
54487901,LQ_EDIT
54488130,HQ
54488143,LQ_CLOSE
54490405,LQ_CLOSE
54491915,LQ_CLOSE
54493494,LQ_EDIT
54496122,LQ_CLOSE
54496136,HQ
54496660,LQ_EDIT
54498414,LQ_EDIT
54498615,LQ_EDIT
54499486,HQ
54499705,LQ_CLOSE
54500470,LQ_CLOSE
54501699,LQ_EDIT
54501831,LQ_CLOSE
54502159,HQ
54502234,LQ_EDIT
54502449,LQ_EDIT
54503329,LQ_EDIT
54503515,LQ_EDIT
54503762,LQ_CLOSE
54505261,HQ
54505455,HQ
54506843,LQ_EDIT
54507024,LQ_CLOSE
54507638,LQ_EDIT
54509095,LQ_CLOSE
54511170,LQ_EDIT
54512929,LQ_EDIT
54514420,LQ_CLOSE
54514471,LQ_EDIT
54514596,HQ
54515864,LQ_CLOSE
54516070,LQ_EDIT
54517759,LQ_CLOSE
54517794,LQ_CLOSE
54518414,LQ_CLOSE
54518784,LQ_CLOSE
54520797,HQ
54523368,LQ_EDIT
54524044,HQ
54525820,LQ_EDIT
54526482,LQ_CLOSE
54526900,LQ_EDIT
54527072,HQ
54527567,LQ_CLOSE
54528896,HQ
54529001,LQ_EDIT
54529133,HQ
54529974,HQ
54531167,LQ_EDIT
54531672,LQ_EDIT
54532067,LQ_CLOSE
54532124,LQ_CLOSE
54532669,LQ_EDIT
54532817,LQ_CLOSE
54532898,LQ_CLOSE
54533673,HQ
54534599,LQ_CLOSE
54534942,HQ
54534971,LQ_CLOSE
54535601,LQ_EDIT
54535727,LQ_EDIT
54536402,LQ_CLOSE
54536926,LQ_EDIT
54536997,HQ
54537107,LQ_CLOSE
54537225,HQ
54537640,LQ_EDIT
54539649,LQ_CLOSE
54540029,HQ
54540654,LQ_EDIT
54540898,HQ
54541022,LQ_CLOSE
54541933,LQ_CLOSE
54543637,HQ
54545145,LQ_EDIT
54546921,HQ
54547248,LQ_EDIT
54547840,HQ
54548418,HQ
54548627,LQ_EDIT
54550125,LQ_CLOSE
54550195,HQ
54551405,LQ_CLOSE
54551834,LQ_EDIT
54552884,LQ_CLOSE
54553140,LQ_EDIT
54553900,LQ_CLOSE
54554602,LQ_EDIT
54554781,LQ_EDIT
54556200,LQ_EDIT
54556387,LQ_CLOSE
54557228,LQ_EDIT
54557495,LQ_EDIT
54558178,HQ
54558768,LQ_CLOSE
54559203,LQ_EDIT
54562612,HQ
